,random_choices,random_acc,uncertainty_choices,uncertainty_acc,mc_choices,mc_acc,mcvopt_choices,mcvopt_acc,vopt_choices,vopt_acc
0,-1,0.2959725257571027,-1,0.2959725257571027,-1,0.2959725257571027,-1,0.2959725257571027,-1,0.2959725257571027
1,178,0.18326568841710897,4860,0.22322822354043084,1639,0.3125195129566032,4745,0.307211988760537,4745,0.307211988760537
2,6771,0.209178894786138,3922,0.24695597876990322,1766,0.2825476116141118,1639,0.3275054636278489,1639,0.3275054636278489
3,3280,0.25850764907898843,6653,0.2619419294411489,4003,0.29784576959100845,3870,0.3512332188573213,3870,0.3512332188573213
4,2219,0.3634093037777084,4136,0.25663440524508274,499,0.2731813924445832,1861,0.32375897596003744,1861,0.32375897596003744
5,6504,0.3668435841398689,2455,0.30284108648142366,6834,0.2916016234779894,5128,0.3484233531064627,5128,0.3484233531064627
6,3016,0.3456134873556041,5450,0.28660630658757413,3445,0.3034655010927256,3378,0.3718389010302841,3378,0.3718389010302841
7,235,0.35997502341554793,4403,0.3122073056509522,5136,0.3281298782391508,6136,0.3974399000936622,6136,0.3974399000936622
8,1301,0.38557602247892603,6478,0.2725569778332813,4579,0.33749609740867936,4971,0.42179206993443646,4971,0.42179206993443646
9,1948,0.35903840149859506,5866,0.32032469559787696,6180,0.34811114580081176,5803,0.4489541055260693,5803,0.4489541055260693
10,5014,0.3618482672494536,6699,0.3109584764283484,4020,0.37215110833593507,4314,0.42522635029659694,4314,0.42522635029659694
11,4915,0.36497034030596315,5614,0.30440212300967845,3162,0.3968154854823603,6693,0.4261629722135498,6693,0.4261629722135498
12,1716,0.3431158289103965,5135,0.3250078051826413,5262,0.4264751795192008,4332,0.3849516078676241,4332,0.3849516078676241
13,5883,0.36559475491726506,5219,0.3250078051826413,4597,0.4364658133000312,6657,0.4027474242897284,6657,0.4027474242897284
14,669,0.3418669996877927,4100,0.33843271932563224,4144,0.4505151420543241,3482,0.4299094598813612,5255,0.42522635029659694
15,4465,0.36059943802684985,3430,0.33905713393693415,855,0.4720574461442398,4531,0.45519825163908834,3482,0.4330315329378707
16,5538,0.36965344989072746,65,0.34748673118950985,4269,0.4914142990945988,5255,0.4567592881673431,4531,0.4567592881673431
17,460,0.3627848891664065,2144,0.3833905713393693,3817,0.5045270059319388,3185,0.4601935685295036,1819,0.46050577583515456
18,4547,0.36653137683421794,725,0.4124258507649079,3677,0.5201373712144864,6326,0.4661255073368717,6326,0.46737433655947547
19,4002,0.36840462066812363,727,0.4274118014361536,6712,0.5401186387761474,1819,0.46893537308773026,3185,0.46893537308773026
20,6221,0.38807368092413363,2056,0.4374024352169841,4246,0.522947236965345,5979,0.49203871370590074,5979,0.49203871370590074
21,5473,0.4018108023727755,5521,0.44083671557914456,1895,0.5101467374336559,5736,0.4895410552606931,5736,0.4895410552606931
22,2559,0.4164845457383703,4380,0.451139556665626,1821,0.490165469871995,4512,0.4985950671245707,2015,0.5054636278488917
23,2605,0.4280362160474555,2250,0.4455198251639088,6570,0.5085857009054012,2015,0.5107711520449578,4512,0.5107711520449578
24,3850,0.451139556665626,3353,0.44864189822041833,1783,0.4751795192007493,1661,0.5663440524508273,1661,0.5663440524508273
25,2816,0.48641898220418356,6151,0.46893537308773026,4264,0.49890727443022165,3199,0.5729004058694973,3199,0.5729004058694973
26,1005,0.5104589447393069,3125,0.4720574461442398,2159,0.46706212925382457,6537,0.5526069310021855,6472,0.5507336871682798
27,1384,0.5248204807992507,5566,0.4776771776459569,883,0.49235092101155165,1581,0.5585388698095536,1581,0.5572900405869498
28,5406,0.5351233218857321,6859,0.48860443334374026,1986,0.48142366531376835,1267,0.5813300031220731,1267,0.5813300031220731
29,785,0.5529191383078365,54,0.49953168904152356,3060,0.4973462379019669,3775,0.594754917265064,5888,0.581642210427724
30,3740,0.5704027474242898,4960,0.48079925070246643,686,0.46831095847642834,4315,0.5941305026537621,4315,0.5803933812051202
31,394,0.5519825163908836,139,0.48860443334374026,3358,0.4870433968154855,3892,0.594754917265064,3775,0.5935060880424602
32,5016,0.5644708086169217,6833,0.4882922260380893,1676,0.47080861692163595,0,0.6038089291289416,3892,0.5941305026537621
33,5988,0.5660318451451763,2420,0.5010927255697784,4384,0.47642834842335313,5888,0.6044333437402435,4216,0.5960037464876679
34,5174,0.5729004058694973,2787,0.5120199812675617,5763,0.49547299406806117,6243,0.6038089291289416,0,0.6053699656571964
35,4194,0.5928816734311583,5193,0.5235716515766469,4604,0.5142054324071184,4216,0.5769591008429598,4153,0.5672806743677802
36,4478,0.6088042460193569,2231,0.5301280049953169,3110,0.5313768342179207,1752,0.5988136122385264,1752,0.5953793318763659
37,2155,0.5613487355604121,6726,0.5320012488292226,3302,0.5416796753044021,2686,0.6250390259132064,2686,0.6184826724945364
38,4139,0.5838276615672807,2647,0.5569778332812988,1305,0.5641586013112707,1697,0.6134873556041212,1697,0.6053699656571964
39,5172,0.5863253200124883,2784,0.5828910396503278,5218,0.5707149547299407,118,0.6290977208866687,118,0.621292538245395
40,4920,0.5906962222916016,174,0.5900718076802998,6291,0.5766468935373088,5688,0.6428348423353106,3474,0.6219169528566968
41,5318,0.6122385263815173,3503,0.5919450515142054,2504,0.5978769903215735,5307,0.6434592569466125,5688,0.6353418669996878
42,2264,0.601623477989385,4314,0.6000624414611302,6686,0.5997502341554792,5143,0.6453325007805183,6724,0.6356540743053387
43,1795,0.5747736497034031,6423,0.6178582578832345,6546,0.6141117702154231,6724,0.6453325007805183,5143,0.6378395254448954
44,6387,0.5863253200124883,4933,0.6128629409928192,1162,0.6241024039962535,6593,0.6381517327505464,6593,0.6315953793318764
45,6593,0.5891351857633469,4959,0.6094286606306587,4347,0.6350296596940368,5469,0.6606306587574149,3470,0.6325320012488292
46,1436,0.5981891976272244,972,0.6369029035279425,2774,0.6465813300031221,3470,0.660006244146113,5051,0.6350296596940368
47,1996,0.5803933812051202,4108,0.6353418669996878,4620,0.6578207930065564,5051,0.6631283172026226,5469,0.6540743053387449
48,1740,0.5747736497034031,2582,0.6431470496409616,1262,0.6827973774586326,6210,0.6553231345613487,4000,0.6556353418669997
49,2005,0.5579144551982517,3892,0.6621916952856697,4342,0.6840462066812364,4903,0.6674992194817359,6210,0.653449890727443
50,4914,0.568217296284733,1431,0.6693724633156416,1446,0.6902903527942554,4000,0.6684358413986887,4903,0.6656259756478301
51,4558,0.575085857009054,3146,0.6646893537308773,4636,0.6915391820168592,261,0.6640649391195754,261,0.6612550733687168
52,6600,0.5782079300655635,5221,0.6603184514517639,4061,0.6965344989072745,4475,0.6578207930065564,4475,0.6562597564783016
53,2953,0.5916328442085544,2195,0.6687480487043397,2866,0.6962222916016235,6765,0.6603184514517639,6867,0.6575085857009054
54,5375,0.6022478926006869,6032,0.6699968779269435,5705,0.7083983765220107,4581,0.6724945363721511,4581,0.6693724633156416
55,927,0.6091164533250079,391,0.6765532313456135,4101,0.7133936934124259,1231,0.6887293162660006,4791,0.6696846706212926
56,4516,0.6097408679363097,4653,0.6768654386512645,183,0.7202622541367468,6275,0.6824851701529816,6275,0.6656259756478301
57,2617,0.6353418669996878,2618,0.685919450515142,1756,0.7430533874492663,1928,0.6962222916016235,1231,0.6768654386512645
58,1395,0.6440836715579145,4018,0.6881049016546987,3856,0.7430533874492663,2890,0.7118326568841711,1928,0.6915391820168592
59,5631,0.6562597564783016,4023,0.692788011239463,966,0.7467998751170778,827,0.731813924445832,2890,0.706212925382454
60,5961,0.6668748048704339,3714,0.6955978769903216,3678,0.7492975335622853,4653,0.7315017171401811,827,0.7308773025288792
61,1058,0.6784264751795192,1624,0.6940368404620668,558,0.7483609116453325,695,0.7414923509210115,695,0.7414923509210115
62,3121,0.6865438651264439,3245,0.6931002185451139,3090,0.751482984701842,1057,0.7499219481735873,1057,0.7508585700905401
63,4909,0.6937246331564159,3983,0.7108960349672182,4876,0.7542928504527006,3865,0.7474242897283796,3865,0.7486731189509834
64,1843,0.6884171089603497,3743,0.7118326568841711,3757,0.7574149235092101,996,0.7670933499843896,1886,0.7427411801436153
65,3087,0.6890415235716516,4807,0.7174523883858882,2833,0.7655323134561349,1886,0.7608492038713706,996,0.7617858257883234
66,1735,0.6827973774586326,6148,0.7280674367780207,1636,0.764595691539182,3306,0.7633468623165782,3306,0.764907898844833
67,1659,0.6824851701529816,4393,0.7346237901966906,3092,0.7683421792069934,4772,0.7655323134561349,4772,0.7667811426787386
68,4678,0.692475803933812,1466,0.7411801436153606,6764,0.7705276303465501,137,0.7745863253200125,137,0.7767717764595692
69,2742,0.6946612550733687,4969,0.745238838588823,2106,0.7708398376522011,6083,0.7770839837652201,6083,0.7764595691539182
70,447,0.6834217920699345,5717,0.7496097408679363,475,0.7546050577583515,5100,0.7783328129878239,5100,0.778020605682173
71,6646,0.6843584139868873,5587,0.7574149235092101,6119,0.7561660942866063,1647,0.7686543865126444,4045,0.7770839837652201
72,1625,0.679675304402123,3844,0.771776459569154,3385,0.7564783015922573,4045,0.7686543865126444,1647,0.7680299719013425
73,2043,0.6743677802060568,2937,0.7870746175460506,5263,0.7567905088979082,4725,0.771776459569154,1983,0.764907898844833
74,2821,0.6790508897908211,5214,0.7836403371838901,4763,0.7589759600374649,5900,0.7708398376522011,4725,0.7680299719013425
75,6673,0.6959100842959726,2586,0.7870746175460506,6440,0.7596003746487667,5560,0.7739619107087106,5900,0.7674055572900406
76,1185,0.7199500468310959,4899,0.790821105213862,1581,0.7611614111770215,1983,0.7720886668748048,5518,0.7720886668748048
77,2997,0.7202622541367468,1946,0.7920699344364658,1335,0.7667811426787386,5702,0.7795816422104277,5378,0.7730252887917577
78,1131,0.7249453637215111,1880,0.8139244458320325,5992,0.7699032157352482,4560,0.7814548860443334,5816,0.7730252887917577
79,127,0.7286918513893225,834,0.8204807992507025,169,0.7748985326256634,5378,0.7820793006556354,4560,0.7752107399313144
80,1397,0.7290040586949734,5611,0.8201685919450515,6693,0.7752107399313144,16,0.7808304714330315,5702,0.7823915079612863
81,28,0.738370277864502,6323,0.8223540430846081,6534,0.7761473618482673,2197,0.7708398376522011,16,0.7808304714330315
82,6217,0.7477364970340306,333,0.8192319700280987,4571,0.7758351545426163,9,0.7814548860443334,2197,0.7705276303465501
83,4256,0.7608492038713706,6113,0.8198563846394006,3742,0.7817670933499844,5816,0.7814548860443334,9,0.7808304714330315
84,6775,0.7608492038713706,6846,0.8220418357789572,6261,0.7830159225725882,2496,0.7942553855760225,6062,0.7842647517951921
85,1069,0.7602247892600686,6578,0.8254761161411177,6826,0.7830159225725882,6062,0.7951920074929754,2496,0.7951920074929754
86,6653,0.764595691539182,66,0.8248517015298158,3946,0.7839525444895411,1347,0.7930065563534187,1347,0.7917577271308148
87,896,0.7567905088979082,957,0.8261005307524196,1076,0.7798938495160787,4370,0.797065251326881,4370,0.7955042147986263
88,3298,0.7567905088979082,2173,0.8326568841710896,5883,0.7795816422104277,2469,0.8029971901342492,2925,0.7967530440212302
89,5575,0.7639712769278801,6063,0.8401498595067125,4619,0.7858257883234467,4936,0.8089291289416173,2469,0.797377458632532
90,3768,0.7689665938182954,3723,0.8467062129253825,5947,0.7901966906025601,1283,0.8011239463003434,1283,0.7933187636590696
91,1254,0.7658445207617858,5887,0.8510771152044958,4939,0.7980018732438339,62,0.8042460193568529,4936,0.7989384951607867
92,4027,0.7664689353730877,2118,0.8551358101779581,3919,0.7976896659381829,2925,0.8045582266625039,62,0.803621604745551
93,2389,0.7667811426787386,4552,0.856072432094911,5672,0.8008117389946925,4716,0.8114267873868248,4716,0.8111145800811739
94,501,0.764907898844833,6855,0.8579456759288168,3792,0.8079925070246644,1745,0.8083047143303154,1745,0.8079925070246644
95,2594,0.7620980330939744,4183,0.8585700905401187,6227,0.8095535435529191,5717,0.8129878239150796,5289,0.8079925070246644
96,5260,0.7614736184826725,891,0.8579456759288168,1551,0.8176709334998439,5104,0.8198563846394006,1096,0.8304714330315329
97,1545,0.7627224477052763,3229,0.8573212613175148,237,0.8245394942241648,1096,0.8395254448954106,3630,0.8310958476428348
98,3453,0.7639712769278801,5499,0.8591945051514206,2960,0.8083047143303154,3568,0.8445207617858258,5104,0.8382766156728068
99,729,0.7636590696222292,2520,0.8666874804870434,2993,0.8083047143303154,2224,0.8538869809553543,3568,0.84264751795192
100,803,0.7627224477052763,6609,0.8666874804870434,2015,0.8092413362472682,5102,0.8541991882610053,5102,0.84264751795192
101,5112,0.7611614111770215,4619,0.8682485170152981,2624,0.8020605682172963,699,0.8442085544801748,2224,0.8520137371214487
102,2311,0.7567905088979082,2074,0.8613799562909772,4176,0.8026849828285982,5610,0.8504527005931939,371,0.8517015298157977
