,random_choices,random_acc,uncertainty_choices,uncertainty_acc,mcvopt_choices,mcvopt_acc,mc_choices,mc_acc
57,4951,0.9690914767405557,4913,0.9753356228535748,4907,0.9731501717140181,4982,0.973462379019669
58,5581,0.9690914767405557,5481,0.9753356228535748,5628,0.9731501717140181,5478,0.973462379019669
59,1398,0.9690914767405557,1572,0.9753356228535748,1421,0.9731501717140181,1511,0.97377458632532
60,2612,0.9690914767405557,2431,0.9753356228535748,2298,0.9731501717140181,2399,0.974086793630971
61,5768,0.9700280986575086,5855,0.9756478301592257,5921,0.9731501717140181,5823,0.974086793630971
62,5160,0.9700280986575086,5233,0.9756478301592257,5379,0.9731501717140181,5293,0.9743990009366219
63,6051,0.9700280986575086,6051,0.9753356228535748,6107,0.9731501717140181,6036,0.9743990009366219
64,6863,0.9697158913518577,6754,0.9753356228535748,6754,0.9731501717140181,6754,0.9743990009366219
65,6395,0.9697158913518577,6485,0.9753356228535748,6594,0.9731501717140181,6576,0.974086793630971
66,1699,0.9694036840462067,2199,0.9753356228535748,1739,0.9731501717140181,2010,0.9747112082422729
67,5012,0.9697158913518577,5060,0.9753356228535748,4982,0.9728379644083671,4848,0.9750234155479238
68,5612,0.9697158913518577,5538,0.9762722447705277,5536,0.9728379644083671,5637,0.9750234155479238
69,1540,0.9697158913518577,1380,0.9772088666874805,1544,0.973462379019669,1445,0.9750234155479238
70,2636,0.9700280986575086,2600,0.9772088666874805,2462,0.973462379019669,2299,0.9750234155479238
71,5792,0.9703403059631596,5869,0.9772088666874805,5757,0.9731501717140181,5884,0.9753356228535748
72,5328,0.9703403059631596,5379,0.9772088666874805,5298,0.9731501717140181,5225,0.9753356228535748
73,6111,0.9706525132688105,6173,0.9772088666874805,6062,0.9731501717140181,6094,0.9747112082422729
74,6754,0.9703403059631596,6647,0.9768966593818296,6822,0.9728379644083671,6655,0.9743990009366219
75,6578,0.9712769278801124,6427,0.9768966593818296,6517,0.9728379644083671,6593,0.9743990009366219
76,1980,0.9712769278801124,1697,0.9768966593818296,1872,0.9728379644083671,6196,0.9743990009366219
77,5027,0.9712769278801124,5110,0.9775210739931315,5003,0.9725257571027162,4975,0.9743990009366219
78,5491,0.9712769278801124,5457,0.9775210739931315,5544,0.9725257571027162,5628,0.9743990009366219
79,1545,0.9715891351857634,1438,0.9775210739931315,1563,0.9728379644083671,1586,0.9750234155479238
80,2470,0.9715891351857634,2299,0.9775210739931315,2393,0.9728379644083671,2684,0.9747112082422729
81,5918,0.9715891351857634,5955,0.9775210739931315,5808,0.9728379644083671,5974,0.9747112082422729
82,5314,0.9719013424914142,5159,0.9775210739931315,5177,0.9731501717140181,5192,0.9747112082422729
83,6155,0.9719013424914142,6129,0.9775210739931315,6199,0.9731501717140181,6317,0.9747112082422729
84,6761,0.9719013424914142,6701,0.9775210739931315,6706,0.9731501717140181,6786,0.9747112082422729
85,6326,0.9719013424914142,6342,0.9775210739931315,6365,0.9731501717140181,6524,0.9747112082422729
86,2124,0.9719013424914142,2276,0.9775210739931315,1825,0.9731501717140181,2110,0.9747112082422729
87,4861,0.9719013424914142,4929,0.9775210739931315,4994,0.9731501717140181,4960,0.9750234155479238
88,5712,0.9719013424914142,5610,0.9775210739931315,5498,0.9731501717140181,5481,0.9750234155479238
89,1502,0.9712769278801124,1459,0.9775210739931315,1367,0.9731501717140181,1544,0.9759600374648767
90,2815,0.9712769278801124,2689,0.9775210739931315,2518,0.9731501717140181,2563,0.9765844520761786
91,5966,0.9709647205744615,5974,0.9778332812987824,5884,0.973462379019669,5833,0.9765844520761786
92,5302,0.9709647205744615,5359,0.9778332812987824,5377,0.973462379019669,5379,0.9765844520761786
93,6029,0.9709647205744615,6218,0.9778332812987824,6026,0.973462379019669,6220,0.9765844520761786
94,6732,0.9712769278801124,6706,0.9778332812987824,6626,0.973462379019669,6856,0.9765844520761786
95,6573,0.9712769278801124,6470,0.9778332812987824,6518,0.973462379019669,6461,0.9765844520761786
96,2143,0.9712769278801124,2240,0.9778332812987824,2040,0.973462379019669,2270,0.9765844520761786
97,4889,0.9712769278801124,4848,0.9778332812987824,4853,0.973462379019669,5044,0.9765844520761786
98,5435,0.9712769278801124,5687,0.9775210739931315,5640,0.973462379019669,5468,0.9765844520761786
99,1561,0.9712769278801124,1411,0.9778332812987824,1570,0.973462379019669,1384,0.9765844520761786
100,2469,0.9712769278801124,2971,0.9778332812987824,2796,0.973462379019669,2759,0.9765844520761786
