,random_choices,random_acc,uncertainty_choices,uncertainty_acc,mc_choices,mc_acc,mcvopt_choices,mcvopt_acc,vopt_choices,vopt_acc
0,-1,0.3437402435216984,-1,0.3437402435216984,-1,0.3437402435216984,-1,0.3437402435216984,-1,0.3437402435216984
1,5104,0.35060880424601937,3562,0.33593506088042463,1944,0.38307836403371837,4738,0.3471745238838589,4738,0.3471745238838589
2,3915,0.35185763346862314,2183,0.35591632844208554,1941,0.4046206681236341,1941,0.38401498595067124,1941,0.38401498595067124
3,3931,0.35654074305338745,4429,0.36746799875117075,2335,0.4470808616921636,5136,0.4089915704027474,5136,0.4089915704027474
4,6494,0.3783952544489541,4228,0.38401498595067124,4043,0.46175460505775834,5746,0.4208554480174836,5746,0.4208554480174836
5,2733,0.38463940056197315,4796,0.3771464252263503,5128,0.4895410552606931,3188,0.4399000936621917,3188,0.4399000936621917
6,5196,0.404932875429285,4000,0.3893225101467374,4377,0.49890727443022165,4342,0.4580081173899469,5803,0.4399000936621917
7,5731,0.405245082734936,4553,0.3933812051201998,406,0.45238838588822977,5803,0.4586325320012488,4342,0.4586325320012488
8,4065,0.3902591320636903,2368,0.42272869185138934,5262,0.46581330003122073,6292,0.4589447393068998,6292,0.4589447393068998
9,3911,0.36559475491726506,1431,0.4364658133000312,6651,0.4826724945363722,5216,0.47892600686856074,5216,0.47892600686856074
10,5503,0.3808929128941617,3050,0.44333437402435216,3162,0.49391195753980643,4114,0.47674055572900403,4114,0.47674055572900403
11,4597,0.38963471745238837,6532,0.4633156415860131,513,0.46831095847642834,3087,0.47798938495160787,4832,0.4842335310646269
12,3848,0.38713705900718076,6622,0.46237901966906025,883,0.5148298470184203,5139,0.4882922260380893,5139,0.4895410552606931
13,6318,0.3940056197315017,1741,0.46987199500468313,4020,0.5307524196066188,4755,0.48798001873243835,4648,0.4895410552606931
14,5268,0.39369341242585076,3681,0.4633156415860131,2403,0.548548236028723,368,0.5220106150483921,5817,0.4861067748985326
15,1013,0.4124258507649079,3686,0.4530128004995317,5172,0.5597876990321573,4563,0.522322822354043,4563,0.4882922260380893
16,1413,0.42522635029659694,344,0.4536372151108336,6180,0.5719637839525444,6546,0.5416796753044021,1629,0.48985326256634404
17,4766,0.42460193568529503,3245,0.4536372151108336,2172,0.5366843584139869,5817,0.5363721511083359,5343,0.49797065251326883
18,928,0.43771464252263503,3922,0.45738370277864504,4264,0.5479238214174211,1629,0.5382453949422417,368,0.5323134561348736
19,3458,0.4464564470808617,370,0.45270059319388073,6400,0.5735248204807992,5343,0.5469871995004683,6546,0.5501092725569778
20,3279,0.4595691539182017,4786,0.4536372151108336,5809,0.5741492350921011,5955,0.5413674679987511,6479,0.5597876990321573
21,2945,0.4608179831408055,3146,0.4555104589447393,2150,0.5326256634405245,6504,0.5526069310021855,5955,0.5547923821417421
22,556,0.48641898220418356,4579,0.470496409615985,3817,0.5363721511083359,1821,0.5672806743677802,218,0.5632219793943178
23,373,0.5073368716827974,5686,0.4655010927255698,6240,0.5494848579456759,218,0.5785201373712144,4110,0.5635341866999688
24,1714,0.5266937246331564,1472,0.4679987511707774,686,0.5273181392444584,6580,0.5632219793943178,6580,0.5563534186699969
25,995,0.5245082734935997,3137,0.4701842023103341,2022,0.5176397127692788,6288,0.5763346862316578,1821,0.575398064314705
26,6304,0.5394942241648455,1035,0.4792382141742117,4065,0.5251326881049017,1805,0.5888229784576959,1805,0.5828910396503278
27,5896,0.5407430533874492,1047,0.4876678114267874,3060,0.5410552606931002,1752,0.5916328442085544,1752,0.588198563846394
28,4943,0.5497970652513269,6239,0.48985326256634404,844,0.5644708086169217,5586,0.6009990633780831,5586,0.5978769903215735
29,345,0.5504214798626288,3821,0.49110209178894787,4620,0.5766468935373088,6116,0.6069310021854512,3934,0.5938182953481111
30,4112,0.5532313456134873,5017,0.49047767717764595,535,0.5647830159225726,3934,0.6022478926006869,6116,0.5966281610989698
31,5298,0.5566656259756478,972,0.5045270059319388,6075,0.5822666250390259,2894,0.6056821729628473,2894,0.5994380268498283
32,4508,0.5610365282547611,1504,0.5060880424601936,2866,0.6166094286606306,6243,0.5988136122385264,6243,0.5953793318763659
33,3317,0.5669684670621292,2172,0.5026537620980331,3358,0.6228535747736497,2421,0.6025600999063379,5888,0.5944427099594131
34,1724,0.5679050889790821,1219,0.5142054324071184,6570,0.6287855135810178,1218,0.621604745551046,2421,0.5985014049328754
35,5174,0.5797689665938183,6434,0.5185763346862317,1895,0.614736184826725,5888,0.6206681236340931,1218,0.6150483921323759
36,1964,0.5741492350921011,4076,0.5207617858257884,6782,0.6153605994380269,5118,0.6222291601623477,5118,0.6178582578832345
37,2117,0.5838276615672807,1974,0.522322822354043,3448,0.6166094286606306,4800,0.6334686231657821,4800,0.6284733062753668
38,968,0.5878863565407431,2134,0.5469871995004683,4245,0.6256634405245083,5604,0.6397127692788012,5604,0.6356540743053387
39,5762,0.5803933812051202,5732,0.5454261629722136,966,0.6372151108335935,2674,0.6628161098969716,2674,0.660006244146113
40,3504,0.5838276615672807,3518,0.5504214798626288,6712,0.6434592569466125,1057,0.6756166094286606,4254,0.6559475491726506
41,4702,0.5960037464876679,3190,0.5529191383078365,1113,0.6440836715579145,4123,0.6734311582891039,1057,0.6715579144551983
42,4574,0.6003746487667811,4214,0.555729004058695,4380,0.6540743053387449,3306,0.6765532313456135,3306,0.6746799875117078
43,246,0.6156728067436777,6587,0.5604121136434592,4466,0.6546987199500468,683,0.6706212925382454,683,0.6681236340930378
44,966,0.6178582578832345,5042,0.5579144551982517,1305,0.6575085857009054,6604,0.6718701217608493,6593,0.6628161098969716
45,2686,0.6059943802684983,2520,0.5722759912581954,3102,0.6615672806743678,2307,0.6871682797377459,6604,0.6593818295348111
46,4547,0.6084920387137059,2145,0.5769591008429598,1756,0.6690602560099906,4772,0.6890415235716516,2307,0.6737433655947549
47,6177,0.6228535747736497,3645,0.562285357477365,3814,0.6696846706212926,3661,0.6940368404620668,4772,0.6765532313456135
48,5809,0.6187948798001873,5653,0.5510458944739307,1143,0.6840462066812364,3199,0.6896659381829535,3199,0.6762410240399626
49,1807,0.6206681236340931,4211,0.5541679675304402,2922,0.6771776459569154,4998,0.6918513893225101,3661,0.6802997190134249
50,1916,0.6287855135810178,1503,0.5547923821417421,2783,0.6724945363721511,862,0.6865438651264439,1517,0.6849828285981892
51,6334,0.6353418669996878,4018,0.555416796753044,503,0.6768654386512645,1517,0.6918513893225101,4998,0.6871682797377459
52,5535,0.6387761473618483,229,0.5563534186699969,264,0.6762410240399626,6864,0.692788011239463,862,0.6849828285981892
53,2934,0.6347174523883858,6651,0.5700905401186388,4061,0.6765532313456135,4422,0.6871682797377459,6646,0.685919450515142
54,489,0.621604745551046,6476,0.5747736497034031,2107,0.679363097096472,4581,0.692788011239463,4581,0.6909147674055572
55,2516,0.621604745551046,3743,0.5744614423977521,3678,0.6806119263190759,5780,0.6896659381829535,5780,0.6881049016546987
56,1890,0.6237901966906025,4334,0.5847642834842335,3090,0.6865438651264439,1478,0.6940368404620668,1478,0.6937246331564159
57,4577,0.6244146113019045,4860,0.6028723072119888,4876,0.6884171089603497,738,0.718701217608492,738,0.7143303153293787
58,1518,0.6290977208866687,6515,0.6125507336871683,6191,0.6974711208242272,77,0.7280674367780207,77,0.7230721198876053
59,6421,0.6372151108335935,2713,0.621292538245395,5705,0.7030908523259445,3562,0.732438339057134,2713,0.7280674367780207
60,772,0.6337808304714331,4921,0.6266000624414612,6660,0.705900718076803,2713,0.7355604121136434,3562,0.7330627536684359
61,328,0.6384639400561973,182,0.627536684358414,4003,0.705900718076803,2384,0.7361848267249453,2384,0.7311895098345301
62,2550,0.6406493911957539,756,0.6394005619731502,2266,0.705900718076803,2806,0.7533562285357477,1920,0.745238838588823
63,319,0.6328442085544802,863,0.6631283172026226,4396,0.7080861692163597,1920,0.7633468623165782,2330,0.7589759600374649
64,680,0.6262878551358102,3170,0.6712457071495473,6028,0.7099594130502653,4462,0.7639712769278801,4642,0.758663752731814
65,4090,0.6325320012488292,1880,0.6740555729004059,1024,0.7093349984389635,5964,0.7667811426787386,1154,0.7617858257883234
66,3515,0.6325320012488292,3643,0.6709334998438964,6119,0.7224477052763034,4653,0.7664689353730877,5964,0.764907898844833
67,3190,0.6334686231657821,4111,0.6840462066812364,5222,0.7211988760536997,2751,0.7596003746487667,4462,0.764907898844833
68,5642,0.6372151108335935,4137,0.6824851701529816,2522,0.7177645956915392,5378,0.7630346550109273,2152,0.7667811426787386
69,637,0.6331564158601312,1956,0.6762410240399626,80,0.7202622541367468,427,0.7730252887917577,5378,0.7708398376522011
70,1527,0.6400249765844521,5356,0.6865438651264439,5475,0.7261941929441149,2152,0.7742741180143615,427,0.7805182641273806
71,2721,0.6425226350296597,6168,0.6881049016546987,6453,0.7308773025288792,6713,0.7805182641273806,6713,0.7858257883234467
72,6208,0.6465813300031221,3844,0.6946612550733687,368,0.7283796440836715,5659,0.7855135810177958,5659,0.7911333125195129
73,6674,0.6478301592257258,3525,0.6952856696846706,872,0.7246331564158601,2101,0.7917577271308148,2101,0.797065251326881
74,3367,0.6481423665313768,3465,0.6971589135185763,1450,0.7361848267249453,1237,0.7855135810177958,1237,0.7876990321573525
75,316,0.6428348423353106,5613,0.699344364658133,5375,0.7380580705588511,1534,0.7861379956290977,1534,0.7892600686856073
76,1716,0.6387761473618483,4993,0.699656571963784,5527,0.7421167655323134,630,0.7958164221042773,630,0.8014361536059944
77,2179,0.6344052450827349,2474,0.7177645956915392,6600,0.7430533874492663,2900,0.7955042147986263,2900,0.7995629097720887
78,4759,0.6397127692788012,6204,0.719325632219794,3385,0.7430533874492663,2688,0.7942553855760225,2688,0.7989384951607867
79,2402,0.6459569153918202,1476,0.7165157664689353,1477,0.7502341554792382,5465,0.7967530440212302,5465,0.8008117389946925
80,5990,0.6434592569466125,6845,0.7174523883858882,4080,0.751795192007493,2178,0.8108023727755229,2817,0.7992507024664377
81,1387,0.6437714642522635,783,0.7358726194192944,2789,0.7486731189509834,5049,0.8151732750546363,2178,0.8120512019981267
82,894,0.646893537308773,4597,0.745551045894474,5706,0.7505463627848892,66,0.8189197627224477,5049,0.816734311582891
83,4561,0.6472057446144239,3152,0.7536684358413986,6412,0.7577271308148611,3311,0.823602872307212,3311,0.8195441773337496
84,5641,0.6506400249765845,3786,0.7502341554792382,4525,0.758039338120512,1171,0.8139244458320325,78,0.823290665001561
85,6673,0.6528254761161412,6544,0.7555416796753044,3055,0.7611614111770215,2817,0.8126756166094287,4475,0.8211052138620044
86,2270,0.6503278176709335,3550,0.7530440212300968,3637,0.764595691539182,4475,0.8108023727755229,1171,0.8145488604433344
87,6614,0.6525132688104902,4617,0.7533562285357477,2343,0.7620980330939744,4261,0.8120512019981267,6518,0.8145488604433344
88,1016,0.6631283172026226,5430,0.7533562285357477,3579,0.7636590696222292,1464,0.8198563846394006,3487,0.8145488604433344
89,6707,0.6656259756478301,2195,0.7533562285357477,6835,0.7674055572900406,3005,0.8292226038089291,4261,0.8157976896659381
90,2428,0.6590696222291602,4759,0.7567905088979082,6154,0.7705276303465501,4157,0.8289103965032781,3942,0.8142366531376835
91,792,0.6518888541991883,6642,0.7602247892600686,6534,0.7702154230408992,3636,0.830159225725882,4157,0.8145488604433344
92,400,0.6550109272556978,4537,0.7614736184826725,5023,0.7705276303465501,3942,0.8289103965032781,1095,0.8067436778020606
93,4316,0.6550109272556978,2063,0.7608492038713706,5571,0.7702154230408992,2734,0.8204807992507025,3005,0.8151732750546363
94,4969,0.6615672806743678,1029,0.7752107399313144,6016,0.771464252263503,3487,0.8204807992507025,3882,0.8148610677489854
95,4533,0.6637527318139245,6846,0.7767717764595692,259,0.7724008741804558,4186,0.8226662503902591,1464,0.8226662503902591
