,random_choices,random_acc,uncertainty_choices,uncertainty_acc,mc_choices,mc_acc,mcvopt_choices,mcvopt_acc,vopt_choices,vopt_acc
0,-1,0.19356852950359038,-1,0.19356852950359038,-1,0.19356852950359038,-1,0.19356852950359038,-1,0.19356852950359038
1,2736,0.2778645020293475,5889,0.2313456134873556,6696,0.20949110209178895,6686,0.21511083359350608,6686,0.21511083359350608
2,5822,0.26631283172026227,2014,0.28972837964408366,5683,0.1823290665001561,1639,0.25913206369029035,1639,0.25913206369029035
3,2375,0.3275054636278489,2733,0.3190758663752732,5584,0.17483609116453325,5815,0.29566031845145174,5815,0.29566031845145174
4,5568,0.3221979394317827,6096,0.254761161411177,5564,0.17108960349672184,1766,0.30533874492663127,1766,0.30533874492663127
5,2500,0.31033406181704654,6441,0.2581954417733375,6867,0.1726506400249766,5136,0.3250078051826413,5136,0.3250078051826413
6,5113,0.32594442709959415,4877,0.2869185138932251,1373,0.1817046518888542,5373,0.32001248829222606,5373,0.32001248829222606
7,1518,0.29566031845145174,2891,0.38526381517327507,5286,0.18326568841710897,6264,0.33687168279737745,6264,0.33687168279737745
8,2280,0.3175148298470184,1571,0.3868248517015298,5450,0.18201685919450517,4927,0.35841398688729315,4927,0.35841398688729315
9,4844,0.3287542928504527,5933,0.41336247268186077,6108,0.18389010302841086,5809,0.3877614736184827,5809,0.3877614736184827
10,2237,0.3412425850764908,1440,0.3509210115516703,6291,0.18545113955666562,6240,0.40867936309709646,6240,0.40867936309709646
11,2588,0.35997502341554793,5555,0.3490477677177646,6085,0.1851389322510147,6712,0.4221042772400874,6712,0.4221042772400874
12,5632,0.3652825476116141,2788,0.37620980330939746,1866,0.19637839525444895,6140,0.372463315641586,6140,0.372463315641586
13,2327,0.3552919138307836,5036,0.37964408367155794,2359,0.19918826100530754,6546,0.404932875429285,6693,0.3737121448641898
14,2656,0.34280362160474553,6120,0.3915079612862941,2320,0.20886668748048703,5868,0.4142990945988136,5868,0.38276615672806746
15,1565,0.35404308460817985,6652,0.4074305338744927,2707,0.2688104901654699,5169,0.42460193568529503,6546,0.41461130190446455
16,1520,0.3537308773025289,1738,0.4470808616921636,6323,0.26412738058070556,6693,0.424914142990946,6668,0.4189822041835779
17,5851,0.3556041211364346,2615,0.4411489228847955,2386,0.3012800499531689,4875,0.4399000936621917,5169,0.42928504527005934
18,2659,0.34093037777083984,6550,0.45176397127692786,1770,0.28067436778020605,6668,0.44270995941305025,4875,0.44270995941305025
19,5348,0.3453012800499532,5822,0.46737433655947547,2172,0.2900405869497346,5174,0.4295972525757103,5174,0.4295972525757103
20,5542,0.35591632844208554,6079,0.4679987511707774,1694,0.3150171714018108,1880,0.46425226350296595,2002,0.43833905713393695
21,5183,0.3758975960037465,6491,0.4811114580081174,4970,0.3140805494848579,2002,0.46893537308773026,5979,0.4633156415860131
22,6361,0.39369341242585076,5287,0.4842335310646269,4901,0.3143927567905089,5979,0.4935997502341555,1880,0.4935997502341555
23,6140,0.41866999687792694,5919,0.49391195753980643,5036,0.31532937870746175,6501,0.5026537620980331,6501,0.5026537620980331
